id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,八种情感分析
4470207420063401,ItspM0guB,1784473157,中国新闻网,【#日本女孩鞠躬为武汉募捐#】#关注新冠肺炎#近日，一名日本女孩身穿中国旗袍，怀抱捐款箱从早到晚拼命向路人深深鞠躬，为武汉抗击“新冠肺炎”募集资金。只见其展台贴出一行醒目的标语：“山川异域、日月同天；岂曰无衣、与子同裳；加油武汉，加油中国”，让人泪目。@中新视频L中新视频的秒拍视频,,,中新视频,"日本女孩鞠躬为武汉募捐,关注新冠肺炎",814,728,9427,2020-02-09 23:59,搜狗高速浏览器,,"http://miaopai.video.weibocdn.com/003s3Rlnlx07APhGo0je01041200q8eQ0E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611145139&ssig=FpgEnDwmKO&KID=unistore,video",,"{'words': 89, 'sentences': 5, '好': 4, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207412393970,ItspLa2Mq,5035338478,相见恨晚2020LY,我在看：【23人治愈出院！专家解析中西医结合治疗新冠肺炎】#跟新浪看热点#O23人治愈出院！专家解析中西医结合治疗新冠肺炎,,,,跟新浪看热点,0,0,0,2020-02-09 23:59,新浪新闻客户端,,,,"{'words': 36, 'sentences': 3, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207412398551,ItspLa3Yj,2550809142,今日潮汕在线,【专家：饭前便后洗手，#粪口传播是可控的#】华中科技大学公共卫生学院副院长徐顺清提醒：新冠病毒是呼吸道传播疾病，#新冠病毒最难对付的是呼吸道传播#。粪口传播目前还没证实，即使证实了，粪口传播也是比较好控制的。每个人要注意个人卫生，饭前便后洗手，在农村地区要加强粪便的管理，就比较好切断传播。粪口传播不是引起大家担心的最大传播方式。L人民日报的微博视频,,汕头,,"粪口传播是可控的,新冠病毒最难对付的是呼吸道传播",0,0,0,2020-02-09 23:59,HUAWEI Mate 9,,"http://f.video.weibocdn.com/000d9LLIlx07APbCs7X2010412007ho40E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611145139&ssig=iO9rrXzjmE&KID=unistore,video",,"{'words': 103, 'sentences': 5, '好': 3, '乐': 0, '哀': 0, '怒': 0, '惧': 2, '恶': 3, '惊': 0}"
4470207408461087,ItspKzv79,2006322503,黄小维JOJO,转给有需要的人『紧急发布|征集新冠肺炎求助者信息』O网页链接,,,,,0,0,0,2020-02-09 23:59,小米6 拍人更美,,,,"{'words': 18, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4470207408462785,ItspKzvyx,2898467925,南阳车务段,【#27人一月检测样本超3000#他们的战场，在实验室】#周刊君与你共同战疫#武汉肺科医院有这样一个检验团队，他们藏身实验室内，每天与看不见的病毒打交道。团队27名同志，已经连续昼夜奋战长达一个多月，累计检测的新冠病毒样本数量超过3000多例。他们每批次的提取检测，有10多个步骤，全程要高度集中精神，尤其最容易感染的标本处理及核酸提取阶段，丝毫不能分神。@央视财经L央视财经的酷燃视频,,,央视财经,"27人一月检测样本超3000,周刊君与你共同战疫",0,0,2,2020-02-09 23:59,红米Note7 4800万相机,,"http://fus.cdn.krcom.cn/001NAjeRgx07APe8eaGj01041200AuiS0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=d167526c00113cfa24f246ec72eeaa71&ori=0&ps=1BVp4ysnknHVZu&Expires=1611145139&ssig=hDl576Gt5l&KID=unistore,video",,"{'words': 112, 'sentences': 4, '好': 1, '乐': 1, '哀': 0, '怒': 0, '惧': 2, '恶': 0, '惊': 0}"
4470207379001322,ItspHBLEC,1884744121,罗前飞模式全科中医生医疗教育,#全民K歌#李文亮战歌【专题】全民默哀三分钟！！2019.12.21日，首例【新冠肺炎】确诊，铭记历史李文亮医生英雄。2019.12.28日，七例【新冠肺炎】确诊。七例患者【新冠肺炎】就被隔离在李文亮医>>《癌症（罗医生）医学资源共享的动态》-李文亮战歌【专题】全民默哀三分钟！！2019.12.21日，首例【新冠肺炎】确诊，铭记历史李文亮医生英雄。2019.12.28日，七例【新冠肺炎】确诊。七例患者【新冠肺炎】就被隔离在李文亮医生的工作医院。李文亮在本班级的【医学群内】提示注意预防措施，是医学界第一人O己亥杂诗（来自@全民K歌）,,,全民K歌,全民K歌,0,1,0,2020-02-09 23:59,全民K歌,['http://ww1.sinaimg.cn/large/7056e9b9gy1gbqlc4zkr2j208c08c74i.jpg'],,,"{'words': 154, 'sentences': 16, '好': 2, '乐': 0, '哀': 2, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207374792757,ItspHk6Ox,5155089572,碧海桑田咏大江-2232649398,钟南山：新冠病毒和SARS是两回事O钟南山：新冠病毒和SARS是两回事,,,,,0,0,0,2020-02-09 23:59,分享按钮,,,,"{'words': 17, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 2, '恶': 0, '惊': 0}"
4470207374801305,ItspHk92p,1855270571,大切雷-fish1th,没事各自忙，有难一起扛！我已0元加入新冠病毒互助计划，次日生效，不限年龄，不分地域，不收取管理费，更有新浪捐助1000万元，助力全民战“疫”！众志成城，疫情退散！O网页链接,,,,,0,0,0,2020-02-09 23:59,新浪互助,,,,"{'words': 55, 'sentences': 4, '好': 2, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4470207370304126,ItspH1h7g,5092474123,浙里传媒,#华媒头条#【#患者出院即被警方监视居住#隐瞒武汉接触史致70余人隔离】2月8日，山东菏泽成武县首例新冠肺炎确诊患者田某出院，他因涉嫌妨害传染病防治罪被警方监视居住。田某1月初从湖北荆州回到成武老家。他出现发热、干咳、乏力、头痛等症状后，故意隐瞒从汉口乘坐火车到菏泽的经历，致医护等70余人被隔离。来源：L新京报我们视频的秒拍视频,,,,"华媒头条,患者出院即被警方监视居住",0,0,0,2020-02-09 23:59,iPhone客户端,,"http://miaopai.video.weibocdn.com/001P239Vlx07AOxDQGGY01041200jJLy0E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611145141&ssig=QUYJ3%2BXrV7&KID=unistore,video",,"{'words': 100, 'sentences': 4, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 6, '惊': 0}"
4470207365967785,ItspGp2uB,5035338478,相见恨晚2020LY,我在看：【广东：重视中医药在新冠肺炎治疗中的作用】#跟新浪看热点#O广东：重视中医药在新冠肺炎治疗中的作用,,,,跟新浪看热点,0,0,0,2020-02-09 23:59,新浪新闻客户端,,,,"{'words': 35, 'sentences': 1, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207361757602,ItspG7neq,5884906868,韩雪迷弟,#新型肺炎症状##新型肺炎症状#做个小调查：出现以下症状的同学请自觉留言（百分之八十左右的症状）1.最明显的特征：胸闷气喘总想大口呼吸2.不发烧或者低烧（37.3附近不超过38）3.偶尔感觉想咳嗽两声但是实际上不严重4.想打嗝5.怀疑自己得了新冠肺炎5中3的同学应该很多吧可以回复一下也可以加个群一起唠唠嗑缓解一下点击链接加入群聊【新型冠状病毒症状探讨】：O网页链接,,,,新型肺炎症状,0,0,2,2020-02-09 23:59,iPhone客户端,,,,"{'words': 109, 'sentences': 7, '好': 1, '乐': 2, '哀': 0, '怒': 0, '惧': 0, '恶': 2, '惊': 0}"
4470207357209221,ItspFufrL,1884744121,罗前飞模式全科中医生医疗教育,#全民K歌#李文亮战歌【专题】全民默哀三分钟！！2019.12.21日，首例【新冠肺炎】确诊，铭记历史李文亮医生英雄。2019.12.28日，七例【新冠肺炎】确诊。七例患者【新冠肺炎】就被隔离在李文亮医>>《癌症（罗医生）医学资源共享的动态》-李文亮战歌【专题】全民默哀三分钟！！2019.12.21日，首例【新冠肺炎】确诊，铭记历史李文亮医生英雄。2019.12.28日，七例【新冠肺炎】确诊。七例患者【新冠肺炎】就被隔离在李文亮医生的工作医院。李文亮在本班级的【医学群内】提示注意预防措施，是医学界第一人O己亥杂诗（来自@全民K歌）,,,全民K歌,全民K歌,0,0,0,2020-02-09 23:59,全民K歌,['http://ww4.sinaimg.cn/large/7056e9b9gy1gbqlc25h3ij208c08c74i.jpg'],,,"{'words': 154, 'sentences': 16, '好': 2, '乐': 0, '哀': 2, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207353747506,ItspFfITE,7124505354,花小葵向阳生长,最近做的梦总是奇奇怪怪的，记录一下：Day1:梦到李佳琦和薇娅，和他俩一起参加活动，同住一个宾馆，佳琦送了我一本书，薇娅送我一个面膜碗随后梦到老柴和刘洋在做实验……Day2:梦到在学校，一个教室确诊了20个新冠，我的口罩脏了，到处找人借口罩😷，后来又跑去打扰，一个奇怪的阁楼，梦里面叫它书房……空间很狭窄，造型奇特Day3:梦到去一个叫华南海事学院/大学的学校读书，再读一遍研究生……在一个岛上，好像在山东省，又好似是一个全新的地方，总之那个岛真的太美了，建筑风格是欧式的，天空白云每一处景色都像图画，在那里上学，最不缺的是美景，去学校导航要坐轮渡，轮渡上还有很多站，在一个叫也渡？的站转了地铁🚇，最后是在海边和别人一起玩，天气非常好，阳光充足，而我在不停的掏包里的防晒霜……同样梦的前半段梦到李佳琦是我的同桌……还有另一个人我忘记了……,,,,,0,1,0,2020-02-09 23:59,iPhone客户端,,,,"{'words': 238, 'sentences': 2, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 3, '惊': 2}"
4470207341104623,ItspE4Dmv,7319242521,老街旧巷的空巢人,『请扩散！新冠肺炎求助通道开启』O网页链接,,,,,0,0,0,2020-02-09 23:59,iPhone客户端,,,,"{'words': 13, 'sentences': 2, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207336164054,ItspDpRye,3241154177,苍南电视台,苍南粮油供给充足保障群众需求自新冠肺炎疫情发生以来，苍南县粮油储备充足，能够确保广大居民的正常生活需求。2月9日上午，记者在苍南县粮食批发市场看到，一辆装有33吨大米的货车正在卸货，补充市场的粮源。记者通过走访了解到，多家大米销售商铺都已开门营业，每个店铺里的大米都堆积如山。为加强供应保障，目前市场内的7家大米加工企业已全部恢复开工。在温州丰登米业有限公司，机器正在快速运转，正对1000多吨储备原粮进行加工。“现在加工每天在150吨左右，稻谷从昨天开始陆陆续续会进仓。”负责人李小平说。据了解，目前县域内粮食消耗量是100多吨，苍南县粮食批发市场每天成品粮补充在350吨左右。此外，市场供油也十分充足，苍南储备油量达到90吨。“还没加工的原粮有2.91万吨，整个苍南县储备粮4.68万吨，数量还是比较充足的，可以保障我们全县人民3个月以上的消费量，食用油现在各大超市、便利店都是比较充足的，我们也储备了一部分油在这里，食用油保证供应应该没问题。”苍南县粮食收储有限公司总经理吴海曙表示。苍南县融媒体中心记者：蒋秀秀黄德秀,,,,,1,0,1,2020-02-09 23:59,iPhone客户端,"['http://ww4.sinaimg.cn/large/c1301681ly1gbqlby9hzdj20k00g0go3.jpg', 'http://ww4.sinaimg.cn/large/c1301681ly1gbqlby0macj20k00g00ui.jpg', 'http://ww4.sinaimg.cn/large/c1301681ly1gbqlbyhisqj20k00g0ad1.jpg']",,,"{'words': 255, 'sentences': 14, '好': 4, '乐': 3, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207336498101,ItspDrgs5,1884744121,罗前飞模式全科中医生医疗教育,#全民K歌#李文亮战歌【专题】全民默哀三分钟！！2019.12.21日，首例【新冠肺炎】确诊，铭记历史李文亮医生英雄。2019.12.28日，七例【新冠肺炎】确诊。七例患者【新冠肺炎】就被隔离在李文亮医>>《癌症（罗医生）医学资源共享的动态》-李文亮战歌【专题】全民默哀三分钟！！2019.12.21日，首例【新冠肺炎】确诊，铭记历史李文亮医生英雄。2019.12.28日，七例【新冠肺炎】确诊。七例患者【新冠肺炎】就被隔离在李文亮医生的工作医院。李文亮在本班级的【医学群内】提示注意预防措施，是医学界第一人O己亥杂诗（来自@全民K歌）,,,全民K歌,全民K歌,0,0,0,2020-02-09 23:59,全民K歌,['http://ww4.sinaimg.cn/large/7056e9b9gy1gbqlbyxl8uj208c08c74i.jpg'],,,"{'words': 154, 'sentences': 16, '好': 2, '乐': 0, '哀': 2, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207311180668,ItspB4X92,5857912709,0奇妙的小花盆0,#新冠病毒属SARS冠状病毒为口误#这才几个小时啊？真是魔幻…难道每天晚上都要发生“重大事故”的节奏吗？我不要睡觉的吗看你们唱戏…,,,,,0,0,1,2020-02-09 23:58,小米MIX 2 全面屏手机,"['http://ww3.sinaimg.cn/large/006orcH3gy1gbqla8qmyuj30u01o0as7.jpg', 'http://ww2.sinaimg.cn/large/006orcH3gy1gbqlaacro8j30u01o0qi0.jpg']",,,"{'words': 38, 'sentences': 3, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4470207298893633,ItspzBjDH,5209834042,可乐乐乐Pepsi,#空气中一般不会有新冠病毒#我觉得自己要神经了逼着自己卸载微博几次又忍不住下回来。每天都处在一种觉得自己被感染了的恐慌心理状态，老觉得心脏、肺那里不舒服，呼吸困难，头晕眼花，肌肉酸痛。最近这几天还感觉自己在发热家里又没体温计没有咳嗽症状，可是咽部痛。我好怕啊啊啊啊是心理作用吗一想起自己这些天去过几次超市买菜，领过几次快递，我就更加害怕了现在已经完全不敢出门了，吃白米饭就白米饭吧,,,,空气中一般不会有新冠病毒,1,25,6,2020-02-09 23:58,Android,,,,"{'words': 115, 'sentences': 4, '好': 0, '乐': 1, '哀': 0, '怒': 0, '惧': 3, '恶': 2, '惊': 0}"
4470207248772633,ItspuAOa5,7342579336,象象775,比疫情更可怕的是恐慌。及时翔实公开，平抑坊间各种夸大不实谣传，有助于防控大局。为一附院赞一个。『关于我院都安籍进修医师蓝某感染新冠肺炎的情况通告』O关于我院都安籍进修医师蓝某感染新冠肺炎的情况通告,,,,,0,0,0,2020-02-09 23:58,OPPO A9,,,,"{'words': 59, 'sentences': 4, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 2, '恶': 1, '惊': 0}"
4470207236428088,ItsptqYeQ,5092474123,浙里传媒,#华媒头条#【#新冠肺炎患者病房吃汤圆#收到苹果寓意“平安”】2月8日，湖北武汉大学人民医院东院区的新冠肺炎患者们度过了一个不同以往的元宵节。他们虽然不能与家人团聚，但依旧在病房内吃到了汤圆。医务工作者们特意准备了免煮汤圆及苹果，“苹果寓意着‘平安’，希望患者们能够尽快康复”。来源：L新京报我们视频的秒拍视频,,,,"华媒头条,新冠肺炎患者病房吃汤圆",0,0,0,2020-02-09 23:58,iPhone客户端,,"http://miaopai.video.weibocdn.com/002kPbB8lx07AOAgHJQc01041200910V0E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611145141&ssig=wQmHhVVPbP&KID=unistore,video",,"{'words': 100, 'sentences': 4, '好': 1, '乐': 3, '哀': 0, '怒': 0, '惧': 0, '恶': 2, '惊': 0}"
4470207210449111,Itspr1SPJ,1242941544,田舍郎,定了，新冠肺炎。,,,,,0,0,0,2020-02-09 23:58,HUAWEI P30 Pro,['http://ww3.sinaimg.cn/large/4a15c868ly1gbqlbgcpbzj20fp0m8wf9.jpg'],,,"{'words': 6, 'sentences': 2, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4470207210445603,Itspr1RV9,6627684476,晋江脸起点心男主粉,#空气中一般不会有新冠病毒#那就好那就好大家少出门吧在家安全点,,,,空气中一般不会有新冠病毒,0,0,0,2020-02-09 23:58,魅族轻巧旗舰 PRO 6,,,,"{'words': 18, 'sentences': 1, '好': 0, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4470207198545980,ItsppzRco,5537283999,阿克苏消防,#关注新冠肺炎#【防疫科普动画片第三集：#口罩#你戴对了吗】新型冠状病毒会人感染人，且存在一定范围的社区传播。为避免被病毒感染，大家要佩戴口罩，并且要掌握戴口罩的正确方法。口罩该怎么选？怎样正确使用一次性医用口罩？快戳↓学起吧～#最新疫情地图#L中新视频的秒拍视频,,,,"关注新冠肺炎,口罩,最新疫情地图",1,0,1,2020-02-09 23:58,HUAWEI Mate 20 X,,"http://miaopai.video.weibocdn.com/004fQSJYlx07ALTojQA0010412008cU00E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611145143&ssig=HcJAEsSuAm&KID=unistore,video",,"{'words': 83, 'sentences': 5, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
